Index,Height(Inches),Weight(Pounds),Standardize,,,,Average,Stdev.P,,,,,
15581,65.99233,113.6949,-1.147835215,,,,,,,,,,
15582,67.60517,102.2036,-2.133310798,,,,,,,,,,
15583,65.90505,139.2275,1.041799891,,,,,,,,,,
15584,70.34152,127.0828,0.000289764,,,,,,,,,,
15585,66.07605,120.0142,-0.605902113,,,,,,,,,,
15586,65.77453,126.9642,-0.009881183,,,,,,,,,,
15587,65.71341,112.0802,-1.286309315,,,,,,,,,,
15588,68.57546,141.1028,1.202622632,,,,,,,,,,
15589,67.93372,112.6789,-1.234965756,,,,,,,,,,
15590,67.70726,136.6165,0.81788469,,,,,,,,,,
15591,69.36386,143.3529,1.395587623,,,,,,,,,,
15592,70.64307,133.4741,0.548397471,,,,,,,,,,
15593,69.04345,143.0016,1.365460695,,,,,,,,,,
15594,69.57571,154.5079,2.352222655,,,,,,,,,,
15595,67.52772,136.2476,0.786248413,,,,,,,,,,
15596,66.33405,120.4514,-0.568408537,,,,,,,,,,
15597,65.23795,115.1459,-1.023399766,,,,,,,,,,
15598,71.71197,127.5762,0.042602962,,,,,,,,,,
15599,66.40209,110.5565,-1.4169794,,,,,,,,,,
15600,66.41322,123.2217,-0.330832022,,,,,,,,,,
15601,65.24322,132.3124,0.44877193,,,,,,,,,,
15602,69.37652,144.9025,1.528478851,,,,,,,,,,
15603,66.97944,116.5849,-0.899993418,,,,,,,,,,
15604,66.94715,116.96,-0.86782544,,,,,,,,,,
15605,68.35779,119.4615,-0.653300784,,,,,,,,,,
15606,67.72118,116.2328,-0.930188953,,,,,,,,,,
15607,66.6547,123.8393,-0.27786763,,,,,,,,,,
15608,71.16116,131.0291,0.338718166,,,,,,,,,,
15609,69.76995,132.3991,0.456207184,,,,,,,,,,
15610,67.08047,123.6803,-0.291503216,,,,,,,,,,
15611,70.16271,132.0564,0.426817778,,,,,,,,,,
15612,67.20725,125.4732,-0.137746968,,,,,,,,,,
15613,66.441,109.2837,-1.5261327,,,,,,,,,,
15614,70.43908,128.0154,0.080268054,,,,,,,,,,
15615,67.42411,117.7129,-0.803257935,,,,,,,,,,
15616,67.23794,115.5231,-0.991051695,,,,,,,,,,
15617,65.54462,116.0185,-0.94856698,,,,,,,,,,
15618,68.58579,131.2912,0.361195444,,,,,,,,,,
15619,71.46377,140.9955,1.193420755,,,,,,,,,,
15620,67.02704,152.026,2.139378864,,,,,,,,,,
15621,70.74595,150.4723,2.006136027,,,,,,,,,,
15622,64.55871,123.1474,-0.337203871,,,,,,,,,,
15623,66.43466,128.8558,0.15233942,,,,,,,,,,
15624,71.88538,129.4843,0.206238579,,,,,,,,,,
15625,67.35006,136.4792,0.80611006,,,,,,,,,,
15626,67.26021,123.2473,-0.328636607,,,,,,,,,,
15627,69.42105,131.1226,0.346736577,,,,,,,,,,
15628,67.02923,118.0796,-0.771810327,,,,,,,,,,
15629,70.15598,143.471,1.405715691,,,,,,,,,,
15630,68.16962,123.4292,-0.313037152,,,,,,,,,,
15631,69.33135,118.6,-0.727181652,,,,,,,,,,
15632,68.82239,119.6967,-0.633130407,,,,,,,,,,
15633,70.70061,132.7463,0.485982503,,,,,,,,,,
15634,63.01405,116.679,-0.891923552,,,,,,,,,,
15635,70.79121,129.9765,0.248448867,,,,,,,,,,
15636,70.10094,140.6238,1.161544355,,,,,,,,,,
15637,67.68598,113.3493,-1.17747332,,,,,,,,,,
15638,70.44934,130.0917,0.258328235,,,,,,,,,,
15639,68.47164,143.6588,1.42182112,,,,,,,,,,
15640,69.22334,147.1708,1.723004646,,,,,,,,,,
15641,69.05267,126.3728,-0.060598705,,,,,,,,,,
15642,69.22824,128.1722,0.093714973,,,,,,,,,,
15643,69.30531,140.5582,1.155918603,,,,,,,,,,
15644,67.3569,114.6302,-1.067625377,,,,,,,,,,
15645,68.14178,133.9639,0.590401939,,,,,,,,,,
15646,67.50705,127.7368,0.056375762,,,,,,,,,,
15647,68.87072,139.0535,1.026877928,,,,,,,,,,
15648,67.27839,134.3672,0.624988305,,,,,,,,,,
15649,66.97126,116.9116,-0.871976147,,,,,,,,,,
15650,67.27037,121.5396,-0.475086238,,,,,,,,,,
15651,66.01214,116.2959,-0.924777598,,,,,,,,,,
15652,65.90324,117.2595,-0.842140797,,,,,,,,,,
15653,65.97601,115.5695,-0.987072505,,,,,,,,,,
15654,65.01385,117.3807,-0.831746878,,,,,,,,,,
15655,68.3634,126.2682,-0.069569035,,,,,,,,,,
15656,66.71134,130.885,0.326360379,,,,,,,,,,
15657,70.69657,120.929,-0.527450322,,,,,,,,,,
15658,70.69145,134.6101,0.645819022,,,,,,,,,,
15659,71.82796,136.3967,0.799034992,,,,,,,,,,
15660,65.57821,112.8178,-1.223053914,,,,,,,,,,
15661,67.87092,141.7216,1.255689934,,,,,,,,,,
15662,69.38038,135.5633,0.727563935,,,,,,,,,,
15663,69.34518,139.0857,1.029639349,,,,,,,,,,
15664,67.16737,134.124,0.60413186,,,,,,,,,,
15665,68.26749,122.9496,-0.354166884,,,,,,,,,,
15666,67.82439,129.221,0.18365839,,,,,,,,,,
15667,63.97761,114.6071,-1.069606396,,,,,,,,,,
15668,68.59532,135.5424,0.725771585,,,,,,,,,,
15669,65.85937,131.0302,0.3388125,,,,,,,,,,
15670,65.73705,112.9266,-1.213723399,,,,,,,,,,
15671,68.55083,137.6187,0.903831765,,,,,,,,,,
15672,66.17839,125.057,-0.173439617,,,,,,,,,,
15673,63.43905,103.7247,-2.002863685,,,,,,,,,,
15674,64.61373,115.6394,-0.981077992,,,,,,,,,,
15675,64.14292,114.1789,-1.106328146,,,,,,,,,,
15676,64.25756,122.5431,-0.389027677,,,,,,,,,,
15677,67.52237,137.2828,0.875025516,,,,,,,,,,
15678,66.64326,119.2689,-0.669817853,,,,,,,,,,
15679,68.4414,129.9912,0.249709515,,,,,,,,,,
15680,70.65253,114.6167,-1.068783115,,,,,,,,,,
15681,68.04596,113.3741,-1.175346512,,,,,,,,,,
15682,68.07645,115.4976,-0.993238534,,,,,,,,,,
15683,66.06383,119.0574,-0.687955757,,,,,,,,,,
15684,69.31688,138.3508,0.966615495,,,,,,,,,,
15685,68.35005,130.7714,0.316618224,,,,,,,,,,
15686,68.11006,121.5984,-0.470043644,,,,,,,,,,
15687,67.60474,132.0105,0.422881467,,,,,,,,,,
15688,65.64374,111.5052,-1.335620399,,,,,,,,,,
15689,69.18597,145.8104,1.606338909,,,,,,,,,,
15690,70.15414,127.0499,-0.002531688,,,,,,,,,,
15691,68.92615,117.2627,-0.84186637,,,,,,,,,,
15692,71.21385,125.7487,-0.114120527,,,,,,,,,,
15693,70.58186,116.7541,-0.885483096,,,,,,,,,,
15694,69.20943,126.4311,-0.05559899,,,,,,,,,,
15695,68.11377,133.0339,0.51064662,,,,,,,,,,
15696,67.54765,130.4505,0.289098352,,,,,,,,,,
15697,65.63714,130.5983,0.301773444,,,,,,,,,,
15698,67.39903,143.0303,1.367921961,,,,,,,,,,
15699,68.25314,120.4308,-0.57017516,,,,,,,,,,
15700,67.56373,130.1949,0.267178503,,,,,,,,,,
15701,63.40403,138.8565,1.009983522,,,,,,,,,,
15702,67.13774,114.4542,-1.082718856,,,,,,,,,,
15703,66.48756,135.5376,0.725359944,,,,,,,,,,
15704,66.61374,123.9797,-0.265827149,,,,,,,,,,
15705,68.4256,130.75,0.314782994,,,,,,,,,,
15706,71.18574,143.5065,1.408760115,,,,,,,,,,
15707,67.99548,104.9198,-1.900373813,,,,,,,,,,
15708,68.42032,129.021,0.166506709,,,,,,,,,,
15709,67.75353,110.3398,-1.435563246,,,,,,,,,,
15710,68.99095,135.43,0.71613234,,,,,,,,,,
15711,66.73917,118.7027,-0.718374264,,,,,,,,,,
15712,73.15071,147.0571,1.713253915,,,,,,,,,,
15713,66.71381,115.7718,-0.969723579,,,,,,,,,,
15714,67.26833,122.3568,-0.405004468,,,,,,,,,,
15715,69.68744,146.7596,1.687740789,,,,,,,,,,
15716,71.24277,150.5403,2.011967599,,,,,,,,,,
15717,67.21908,128.3988,0.113147828,,,,,,,,,,
15718,67.04756,129.4247,0.201127377,,,,,,,,,,
15719,68.03582,133.8249,0.57848152,,,,,,,,,,
15720,66.73546,123.987,-0.265201113,,,,,,,,,,
15721,64.51386,145.7486,1.601039039,,,,,,,,,,
15722,68.14688,109.3535,-1.520146763,,,,,,,,,,
15723,69.3206,149.6076,1.931980732,,,,,,,,,,
15724,68.78965,136.5204,0.809643307,,,,,,,,,,
15725,68.86876,136.3434,0.794464069,,,,,,,,,,
15726,68.21886,131.5544,0.383767057,,,,,,,,,,
15727,70.3612,110.3731,-1.432707492,,,,,,,,,,
15728,65.26249,108.1267,-1.625355177,,,,,,,,,,
15729,69.42921,124.1743,-0.249138563,,,,,,,,,,
15730,65.74235,129.9598,0.247016701,,,,,,,,,,
15731,63.94659,130.0202,0.252196509,,,,,,,,,,
15732,66.16987,127.7085,0.053948799,,,,,,,,,,
15733,64.40661,114.9881,-1.036932443,,,,,,,,,,
15734,67.26361,111.7895,-1.311239284,,,,,,,,,,
15735,67.44707,130.3438,0.279947929,,,,,,,,,,
15736,65.40338,102.6185,-2.097729635,,,,,,,,,,
15737,70.44362,129.8482,0.237446063,,,,,,,,,,
15738,70.22944,138.4534,0.975414308,,,,,,,,,,
15739,68.02875,132.7304,0.484618944,,,,,,,,,,
15740,66.88354,116.153,-0.937032474,,,,,,,,,,
15741,68.52738,108.5851,-1.586043523,,,,,,,,,,
15742,68.12687,127.3693,0.024859548,,,,,,,,,,
15743,69.64371,137.753,0.915349119,,,,,,,,,,
15744,66.28769,122.0997,-0.427052955,,,,,,,,,,
15745,67.5751,129.523,0.209557429,,,,,,,,,,
15746,68.65998,123.6958,-0.290173961,,,,,,,,,,
15747,65.92461,120.7062,-0.546557295,,,,,,,,,,
15748,70.10254,139.5667,1.070889142,,,,,,,,,,
15749,66.8777,132.8097,0.491419586,,,,,,,,,,
15750,70.26733,136.3759,0.797251217,,,,,,,,,,
15751,65.16569,137.0949,0.858911512,,,,,,,,,,
15752,67.89454,133.6111,0.560146373,,,,,,,,,,
15753,67.6881,131.3197,0.363639559,,,,,,,,,,
15754,63.98477,117.5309,-0.818865965,,,,,,,,,,
15755,73.2731,120.6557,-0.550888095,,,,,,,,,,
15756,67.38426,148.594,1.845056011,,,,,,,,,,
15757,69.40435,143.1126,1.374979878,,,,,,,,,,
15758,67.50653,114.2218,-1.10264911,,,,,,,,,,
15759,68.20742,126.5535,-0.045102161,,,,,,,,,,
15760,71.0084,138.5358,0.982480801,,,,,,,,,,
15761,66.08852,127.8555,0.066555285,,,,,,,,,,
15762,67.10118,116.9214,-0.871135714,,,,,,,,,,
15763,68.0587,108.7064,-1.575641029,,,,,,,,,,
15764,68.40527,141.2409,1.214465868,,,,,,,,,,
15765,68.86958,126.5546,-0.045007827,,,,,,,,,,
15766,69.42117,140.9856,1.192571746,,,,,,,,,,
15767,66.8765,114.5692,-1.072856639,,,,,,,,,,
15768,67.38679,145.2286,1.556444668,,,,,,,,,,
15769,69.73443,145.9757,1.620514774,,,,,,,,,,
15770,67.22426,117.1126,-0.854738707,,,,,,,,,,
15771,67.8476,128.6058,0.130899818,,,,,,,,,,
15772,70.25478,132.2171,0.440599154,,,,,,,,,,
15773,65.66468,132.7203,0.483752784,,,,,,,,,,
15774,65.68942,120.1367,-0.595396708,,,,,,,,,,
15775,70.35956,140.5765,1.157487982,,,,,,,,,,
15776,67.89833,117.8036,-0.795479647,,,,,,,,,,
15777,71.29145,133.9801,0.591791225,,,,,,,,,,
15778,68.07826,129.8407,0.236802875,,,,,,,,,,
15779,67.88304,109.2468,-1.529297185,,,,,,,,,,
15780,65.7471,129.3293,0.192946025,,,,,,,,,,
15781,70.82378,136.3718,0.796899608,,,,,,,,,,
15782,68.98715,130.8191,0.3207089,,,,,,,,,,
15783,68.20438,123.5732,-0.300687942,,,,,,,,,,
15784,69.0132,142.563,1.327847058,,,,,,,,,,
15785,65.20002,100.3488,-2.292375492,,,,,,,,,,
15786,65.63714,135.9242,0.758514145,,,,,,,,,,
15787,69.41814,121.004,-0.521018441,,,,,,,,,,
15788,69.3546,135.1652,0.693423514,,,,,,,,,,
15789,69.87385,128.9834,0.163282192,,,,,,,,,,
15790,69.48099,123.9738,-0.266333124,,,,,,,,,,
15791,63.8773,111.8653,-1.304738796,,,,,,,,,,
15792,67.05966,116.0247,-0.948035278,,,,,,,,,,
15793,66.56715,130.2285,0.270059985,,,,,,,,,,
15794,67.36107,116.0479,-0.946045683,,,,,,,,,,
15795,67.11625,111.0254,-1.376767283,,,,,,,,,,
15796,69.29711,135.6468,0.734724762,,,,,,,,,,
15797,69.78731,133.3097,0.534298789,,,,,,,,,,
15798,69.29322,129.2499,0.186136808,,,,,,,,,,
15799,70.9491,131.2845,0.360620863,,,,,,,,,,
15800,66.63025,129.8742,0.239675781,,,,,,,,,,
15801,65.36933,132.5488,0.469045217,,,,,,,,,,
15802,68.85029,120.5336,-0.561359196,,,,,,,,,,
15803,67.71967,123.9878,-0.265132506,,,,,,,,,,
15804,69.43243,137.2161,0.869305431,,,,,,,,,,
15805,70.39465,137.8235,0.921395087,,,,,,,,,,
15806,68.07996,128.6478,0.134501671,,,,,,,,,,
15807,68.71273,115.1458,-1.023408342,,,,,,,,,,
15808,67.11097,134.6806,0.651864989,,,,,,,,,,
15809,65.95239,131.6371,0.390859277,,,,,,,,,,
15810,66.32713,150.0352,1.968651027,,,,,,,,,,
15811,68.22637,120.5216,-0.562388297,,,,,,,,,,
15812,70.70513,143.6464,1.420757716,,,,,,,,,,
15813,67.97221,112.9209,-1.214212222,,,,,,,,,,
15814,69.24506,145.094,1.544901586,,,,,,,,,,
15815,69.11257,129.4851,0.206307185,,,,,,,,,,
15816,64.77694,114.4425,-1.08372223,,,,,,,,,,
15817,67.58057,117.4571,-0.825194936,,,,,,,,,,
15818,69.07466,130.3215,0.278035517,,,,,,,,,,
15819,70.55491,145.2355,1.557036401,,,,,,,,,,
15820,66.22396,109.8105,-1.480955171,,,,,,,,,,
15821,64.38465,109.9922,-1.465372869,,,,,,,,,,
15822,69.10443,130.7489,0.31468866,,,,,,,,,,
15823,66.15927,144.2465,1.472221336,,,,,,,,,,
15824,66.80091,112.0282,-1.290768752,,,,,,,,,,
15825,68.97519,128.6123,0.131457248,,,,,,,,,,
15826,68.97731,133.5575,0.555549722,,,,,,,,,,
15827,71.23152,142.6203,1.332761014,,,,,,,,,,
15828,68.61435,140.4561,1.14716267,,,,,,,,,,
15829,62.37781,124.7478,-0.199956117,,,,,,,,,,
15830,66.18523,121.0028,-0.521121351,,,,,,,,,,
15831,68.24677,133.8376,0.579570652,,,,,,,,,,
15832,68.39773,128.4398,0.116663922,,,,,,,,,,
15833,69.75441,131.3891,0.369591192,,,,,,,,,,
15834,67.40124,110.1077,-1.455467773,,,,,,,,,,
15835,66.15482,121.3213,-0.493807299,,,,,,,,,,
15836,67.53005,146.2208,1.641534159,,,,,,,,,,
15837,67.82452,132.4239,0.458333992,,,,,,,,,,
15838,68.04693,132.7561,0.486822935,,,,,,,,,,
15839,66.67182,107.1052,-1.71295739,,,,,,,,,,
15840,66.66155,127.8097,0.06262755,,,,,,,,,,
15841,63.09378,126.804,-0.02361968,,,,,,,,,,
15842,67.74892,141.0813,1.200778826,,,,,,,,,,
15843,70.21034,142.8787,1.354920987,,,,,,,,,,
15844,64.37686,105.2929,-1.868377351,,,,,,,,,,
15845,71.11437,137.9506,0.932294981,,,,,,,,,,
15846,67.62251,131.9704,0.419442554,,,,,,,,,,
15847,67.05012,124.1539,-0.250888035,,,,,,,,,,
15848,67.02249,121.239,-0.500865216,,,,,,,,,,
15849,66.0373,107.355,-1.69153494,,,,,,,,,,
15850,68.17467,119.334,-0.664234981,,,,,,,,,,
15851,68.12509,125.4845,-0.136777898,,,,,,,,,,
15852,67.9441,129.4576,0.203948829,,,,,,,,,,
15853,65.23296,134.0644,0.599020659,,,,,,,,,,
15854,66.99444,134.4277,0.630176688,,,,,,,,,,
15855,69.08538,127.8524,0.066289434,,,,,,,,,,
15856,68.18635,121.5633,-0.473053764,,,,,,,,,,
15857,72.32435,131.5309,0.381751735,,,,,,,,,,
15858,68.13306,110.3872,-1.431498298,,,,,,,,,,
15859,66.18912,112.8697,-1.218603052,,,,,,,,,,
15860,69.37225,124.8294,-0.192958231,,,,,,,,,,
15861,66.07944,134.7904,0.661281263,,,,,,,,,,
15862,66.44596,118.9311,-0.698787043,,,,,,,,,,
15863,67.61141,113.2781,-1.183579319,,,,,,,,,,
15864,68.53111,131.2487,0.357550712,,,,,,,,,,
15865,68.06372,123.56,-0.301819953,,,,,,,,,,
15866,68.76919,136.6776,0.823124528,,,,,,,,,,
15867,71.16472,129.4277,0.201384653,,,,,,,,,,
15868,70.48029,119.135,-0.681300904,,,,,,,,,,
15869,70.28214,134.233,0.613479526,,,,,,,,,,
15870,70.8243,149.1779,1.895130345,,,,,,,,,,
15871,66.79418,137.4535,0.889664477,,,,,,,,,,
15872,64.55907,112.1905,-1.276850162,,,,,,,,,,
15873,68.29073,127.4853,0.034807523,,,,,,,,,,
15874,67.16584,110.988,-1.379974647,,,,,,,,,,
15875,68.85305,131.1517,0.349232147,,,,,,,,,,
15876,68.67427,126.2711,-0.069320335,,,,,,,,,,
15877,70.50813,129.325,0.192577264,,,,,,,,,,
15878,69.12074,131.7384,0.399546604,,,,,,,,,,
15879,69.05772,142.9574,1.361670173,,,,,,,,,,
15880,68.48742,130.3869,0.283644117,,,,,,,,,,
15881,66.55005,113.3649,-1.176135489,,,,,,,,,,
15882,66.25859,125.5129,-0.134342359,,,,,,,,,,
15883,67.67373,137.0173,0.852256659,,,,,,,,,,
15884,66.59621,115.5486,-0.988864855,,,,,,,,,,
15885,68.5454,122.0308,-0.432961709,,,,,,,,,,
15886,68.01326,136.465,0.804892291,,,,,,,,,,
15887,71.39722,145.4316,1.573853624,,,,,,,,,,
15888,65.66147,113.4022,-1.172936701,,,,,,,,,,
15889,69.0446,121.1875,-0.505281774,,,,,,,,,,
15890,66.10215,121.1734,-0.506490967,,,,,,,,,,
15891,68.29647,140.8319,1.179390679,,,,,,,,,,
15892,68.92003,137.5018,0.893806608,,,,,,,,,,
15893,69.63445,137.2601,0.873078801,,,,,,,,,,
15894,68.19362,122.2916,-0.410595916,,,,,,,,,,
15895,67.68318,110.2839,-1.440357141,,,,,,,,,,
15896,68.81011,135.7101,0.74015327,,,,,,,,,,
15897,67.44676,125.4474,-0.139959535,,,,,,,,,,
15898,67.81835,114.9293,-1.041975037,,,,,,,,,,
15899,69.42357,138.1367,0.94825462,,,,,,,,,,
15900,69.66435,135.0944,0.687351818,,,,,,,,,,
15901,70.1609,118.3303,-0.750310694,,,,,,,,,,
15902,67.91643,134.0842,0.600718675,,,,,,,,,,
15903,69.72084,129.8715,0.239444234,,,,,,,,,,
15904,66.27692,123.4119,-0.314520773,,,,,,,,,,
15905,68.83848,108.7075,-1.575546694,,,,,,,,,,
15906,66.70584,128.4442,0.117041259,,,,,,,,,,
15907,69.88419,146.8151,1.692500381,,,,,,,,,,
15908,69.77301,136.3172,0.792217199,,,,,,,,,,
15909,67.31753,118.5609,-0.730534806,,,,,,,,,,
15910,70.62492,136.7641,0.830542631,,,,,,,,,,
15911,66.38894,118.7559,-0.713811916,,,,,,,,,,
15912,67.15444,127.4159,0.028855889,,,,,,,,,,
15913,68.86083,121.9486,-0.44001105,,,,,,,,,,
15914,65.47601,119.0022,-0.692689621,,,,,,,,,,
15915,67.33502,125.7401,-0.114858049,,,,,,,,,,
15916,68.45368,113.8913,-1.130992264,,,,,,,,,,
15917,67.32573,130.848,0.323187318,,,,,,,,,,
15918,65.63352,96.94675,-2.584129881,,,,,,,,,,
15919,69.09134,128.7349,0.141971228,,,,,,,,,,
15920,66.68162,123.8286,-0.278785245,,,,,,,,,,
15921,67.27892,119.8219,-0.622393454,,,,,,,,,,
15922,66.83412,141.3197,1.22122363,,,,,,,,,,
15923,64.8425,104.1389,-1.967342553,,,,,,,,,,
15924,68.13785,139.2758,1.045942022,,,,,,,,,,
15925,67.83599,145.5619,1.585027945,,,,,,,,,,
15926,68.43267,128.1718,0.093680669,,,,,,,,,,
15927,68.44093,118.326,-0.750679456,,,,,,,,,,
15928,68.90259,135.902,0.756610308,,,,,,,,,,
15929,67.65946,115.9803,-0.951842951,,,,,,,,,,
15930,64.72884,126.7694,-0.026586921,,,,,,,,,,
15931,65.16943,107.2528,-1.700299449,,,,,,,,,,
15932,68.30429,134.5369,0.639541506,,,,,,,,,,
15933,67.49387,137.5206,0.895418866,,,,,,,,,,
15934,67.59123,124.1155,-0.254181158,,,,,,,,,,
15935,65.05233,128.8537,0.152159327,,,,,,,,,,
15936,71.06411,129.7451,0.228604371,,,,,,,,,,
15937,66.51821,107.858,-1.648398461,,,,,,,,,,
15938,68.41937,122.5515,-0.388307306,,,,,,,,,,
15939,69.47786,129.6483,0.220302957,,,,,,,,,,
15940,66.99148,126.63,-0.038541643,,,,,,,,,,
15941,67.36273,126.6374,-0.037907031,,,,,,,,,,
15942,67.06229,126.849,-0.019760552,,,,,,,,,,
15943,65.89625,136.3139,0.791934196,,,,,,,,,,
15944,70.22917,145.3402,1.566015306,,,,,,,,,,
15945,65.93523,118.384,-0.745705468,,,,,,,,,,
15946,69.97458,126.3133,-0.06570133,,,,,,,,,,
15947,66.95063,125.1891,-0.162110932,,,,,,,,,,
15948,70.3091,140.2088,1.125954616,,,,,,,,,,
15949,70.12037,133.0408,0.511238353,,,,,,,,,,
15950,65.7668,126.4413,-0.054724254,,,,,,,,,,
15951,69.57565,134.8488,0.666289554,,,,,,,,,,
15952,65.92296,108.4948,-1.593787508,,,,,,,,,,
15953,70.79414,130.4189,0.286388386,,,,,,,,,,
15954,69.44383,131.4925,0.378458612,,,,,,,,,,
15955,66.62863,130.4575,0.28969866,,,,,,,,,,
15956,67.80396,139.6093,1.074542451,,,,,,,,,,
15957,68.95013,138.8719,1.011304201,,,,,,,,,,
15958,71.30744,146.9161,1.70116198,,,,,,,,,,
15959,67.58884,134.6915,0.652799756,,,,,,,,,,
15960,69.10194,123.2658,-0.327050076,,,,,,,,,,
15961,71.06352,147.8189,1.77858467,,,,,,,,,,
15962,69.84568,115.9428,-0.955058891,,,,,,,,,,
15963,66.83921,104.2683,-1.956245415,,,,,,,,,,
15964,69.76971,137.6183,0.903797462,,,,,,,,,,
15965,67.58215,139.1822,1.037915035,,,,,,,,,,
15966,69.18909,134.7638,0.659000089,,,,,,,,,,
15967,74.25069,150.0567,1.970494833,,,,,,,,,,
15968,69.13383,135.5109,0.723070195,,,,,,,,,,
15969,66.30129,117.319,-0.837038172,,,,,,,,,,
15970,68.25075,124.1859,-0.248143766,,,,,,,,,,
15971,70.71204,156.4888,2.522101484,,,,,,,,,,
15972,65.20837,110.58,-1.414964077,,,,,,,,,,
15973,63.79465,122.6602,-0.378985367,,,,,,,,,,
15974,71.69954,145.9436,1.617761929,,,,,,,,,,
15975,68.00717,141.6695,1.251221921,,,,,,,,,,
15976,67.55854,132.8552,0.495321593,,,,,,,,,,
15977,65.6403,143.5714,1.414325835,,,,,,,,,,
15978,64.35459,107.3014,-1.696131591,,,,,,,,,,
15979,69.7329,136.9779,0.848877778,,,,,,,,,,
15980,73.36407,140.0662,1.113725467,,,,,,,,,,
15981,65.08527,120.9151,-0.528642364,,,,,,,,,,
15982,67.59317,122.3761,-0.403349331,,,,,,,,,,
15983,68.82592,123.6124,-0.297326212,,,,,,,,,,
15984,66.47578,117.2748,-0.840828693,,,,,,,,,,
15985,68.44873,125.3048,-0.152188684,,,,,,,,,,
15986,66.23119,133.229,0.527378086,,,,,,,,,,
15987,66.32448,116.0772,-0.943532961,,,,,,,,,,
15988,67.293,137.0363,0.853886069,,,,,,,,,,
15989,65.65561,124.1935,-0.247492002,,,,,,,,,,
15990,66.92149,109.5993,-1.499067347,,,,,,,,,,
15991,65.07498,105.2216,-1.874491926,,,,,,,,,,
15992,67.96785,131.2363,0.356487308,,,,,,,,,,
15993,66.14877,120.1462,-0.594582003,,,,,,,,,,
15994,69.45894,120.3336,-0.578510877,,,,,,,,,,
15995,65.77765,123.8685,-0.275363484,,,,,,,,,,
15996,65.23996,116.0991,-0.941654852,,,,,,,,,,
15997,68.39398,117.3044,-0.838290244,,,,,,,,,,
15998,66.57914,113.7488,-1.143212837,,,,,,,,,,
15999,67.67032,113.9851,-1.122948125,,,,,,,,,,
16000,68.46821,114.5627,-1.073414069,,,,,,,,,,
16001,67.94276,147.1207,1.71870815,,,,,,,,,,
16002,68.41071,114.7406,-1.058157648,,,,,,,,,,
16003,67.81453,120.7329,-0.544267545,,,,,,,,,,
16004,66.13517,135.6964,0.738978379,,,,,,,,,,
16005,68.84075,128.7526,0.143489152,,,,,,,,,,
16006,69.82133,130.4452,0.288643832,,,,,,,,,,
16007,70.69125,131.4881,0.378081275,,,,,,,,,,
16008,69.67354,127.5423,0.039695752,,,,,,,,,,
16009,67.11306,112.9442,-1.212214051,,,,,,,,,,
16010,67.76652,113.787,-1.139936865,,,,,,,,,,
16011,67.98509,117.4293,-0.827579019,,,,,,,,,,
16012,66.10635,119.1248,-0.68217564,,,,,,,,,,
16013,70.25508,130.6601,0.307073314,,,,,,,,,,
16014,69.69406,127.8872,0.069273827,,,,,,,,,,
16015,70.62853,154.1866,2.324668479,,,,,,,,,,
16016,66.46828,115.0219,-1.034033809,,,,,,,,,,
16017,65.83352,118.1788,-0.763303093,,,,,,,,,,
16018,69.43541,133.457,0.546931003,,,,,,,,,,
16019,67.18957,126.4289,-0.055787659,,,,,,,,,,
16020,67.85753,132.5879,0.472398371,,,,,,,,,,
16021,70.80011,130.9031,0.327912607,,,,,,,,,,
16022,68.23846,111.4887,-1.337035413,,,,,,,,,,
16023,69.24097,145.3706,1.568622362,,,,,,,,,,
16024,69.30102,127.2747,0.016746802,,,,,,,,,,
16025,69.52276,130.5737,0.299663787,,,,,,,,,,
16026,69.22084,141.1106,1.203291547,,,,,,,,,,
16027,67.85295,129.5885,0.215174605,,,,,,,,,,
16028,65.77801,128.725,0.14112222,,,,,,,,,,
16029,66.55636,124.4,-0.229782891,,,,,,,,,,
16030,65.75154,134.4078,0.628470096,,,,,,,,,,
16031,65.79782,128.8091,0.148334502,,,,,,,,,,
16032,68.06347,118.8537,-0.705424744,,,,,,,,,,
16033,68.3986,102.3968,-2.116742274,,,,,,,,,,
16034,68.21292,123.15,-0.3369809,,,,,,,,,,
16035,66.66365,130.5961,0.301584776,,,,,,,,,,
16036,65.77131,112.8459,-1.220644102,,,,,,,,,,
16037,64.85413,117.4122,-0.829045488,,,,,,,,,,
16038,69.30353,158.2312,2.671526932,,,,,,,,,,
16039,67.96803,111.7532,-1.314352314,,,,,,,,,,
16040,68.60519,137.1098,0.860189312,,,,,,,,,,
16041,66.8475,123.4111,-0.31458938,,,,,,,,,,
16042,67.11017,116.3094,-0.923619859,,,,,,,,,,
16043,69.15094,129.7406,0.228218458,,,,,,,,,,
16044,66.13712,106.6076,-1.755630774,,,,,,,,,,
16045,66.42691,138.0277,0.938906954,,,,,,,,,,
16046,70.39729,118.1795,-0.763243062,,,,,,,,,,
16047,68.66476,137.9495,0.932200646,,,,,,,,,,
16048,70.14358,133.6875,0.566698315,,,,,,,,,,
16049,66.8426,130.6206,0.303685857,,,,,,,,,,
16050,70.37678,133.2398,0.528304276,,,,,,,,,,
16051,68.74193,116.7499,-0.885843281,,,,,,,,,,
16052,65.41171,110.589,-1.414192251,,,,,,,,,,
16053,71.92922,135.987,0.763899773,,,,,,,,,,
16054,69.84558,130.0924,0.258388266,,,,,,,,,,
16055,68.54234,139.991,1.107276435,,,,,,,,,,
